index,Year Built,lat,lng
270122,1975.0,60.96268345330209, -149.133446716355
270123,1973.0,61.11728049085497, -149.741670214826
270124,1973.0,61.11715304185486, -149.74147441563
270125,1976.0,61.11701534872911, -149.741631223965
270126,1973.0,61.11707899944662, -149.742274188031
270127,1973.0,61.11703012038611, -149.74284960199003
270128,1981.0,61.11700478606775, -149.743402855019
270129,1974.0,61.11725208953864, -149.743452381639
270130,1966.0,61.15771703552847, -149.954611478402
270131,1992.0,61.13375976377949, -149.95263531522102
270132,1971.0,61.11755332819786, -149.74319615528398
270133,1970.0,61.11847709547625, -149.737292318103
270134,1961.0,61.199048639110735, -149.850623112709
270135,1973.0,61.11641736345669, -149.744138924148
270136,1981.0,61.11800610269847, -149.73679903176802
270137,1981.0,61.11829984756055, -149.73684528352803
270138,1978.0,61.11755903613195, -149.73677463351402
270139,1973.0,61.17028540552929, -149.84897922099603
270140,1978.0,61.11861517670529, -149.740524071383
270141,1996.0,61.10508850974107, -149.840778083211
270142,2003.0,60.95574344046623, -149.126630530157
270143,1953.0,61.1991512191628, -149.851498042043
270144,1978.0,61.1191289695568, -149.737283028549
270145,1980.0,61.11864210648992, -149.737302852278
270146,1973.0,61.11714175511016, -149.74052745179898
270147,1994.0,61.11726128482956, -149.740537249905
270148,1983.0,61.11923057785295, -149.733579124153
270149,1981.0,61.11864820445794, -149.73357700800202
270150,1973.0,61.17026522810243, -149.849369974634
270151,2008.0,61.30231442226781, -149.497051835854
270152,1958.0,61.19918256062765, -149.85176536317599
270153,1989.0,61.11607163959204, -149.729846014342
270154,1981.0,61.11916279987149, -149.732948110486
270155,1976.0,61.10254862035, -149.748371213462
270156,2004.0,61.1209811528539, -149.934010314728
270157,1973.0,61.17045964892306, -149.849621024881
270158,1962.0,61.19921917939796, -149.852043539586
270159,1973.0,61.11861970803017, -149.73297448363098
270160,1997.0,61.11848804120561, -149.732981327001
270161,1981.0,61.11769707866269, -149.733009238274
270162,1994.0,61.11650129348503, -149.740309985169
270163,1983.0,61.11638106936439, -149.740693964537
