,Unnamed: 0,index,Year Built,lat,lng
361593,361593,362156,1940,61.21009923868972,-149.914090771804
364193,364193,364762,1939,61.22516341257248,-149.81760914544
364423,364423,364992,1930,61.22091978397123,-149.89363982271303
365425,365425,365995,1940,61.21699770284642,-149.873243835094
365461,365461,366031,1940,61.216803836690616,-149.873250372178
365579,365579,366149,1939,61.21666588101485,-149.873709354969
365662,365662,366232,1938,61.087369204571765,-149.837307939814
365906,365906,366476,1939,61.219252536363385,-149.873097879785
365912,365912,366482,1939,61.21157834304685,-149.91562396526
366023,366023,366593,1940,61.22622275827826,-149.806338010698
366430,366430,367000,1939,61.219252536363385,-149.873097879785
367200,367200,367772,1939,61.21866616607083,-149.881854959685
367574,367574,368146,1940,61.22604462958844,-149.818378140755
369370,369370,369950,1938,61.20815196914516,-149.89570881821
372715,372715,373311,1939,61.21584283315256,-149.872880144645
372729,372729,373325,1940,61.21014499733054,-149.893695142152
372792,372792,373388,1937,61.192996541184925,-149.85561074014402
373558,373558,374162,1940,61.214334317966745,-149.880589281254
373728,373728,374332,1940,61.21541307371384,-149.881407634382
373757,373757,374361,1940,61.21545737276621,-149.881044680446
375790,375790,376399,1936,61.35455879440459,-149.538608387585
376029,376029,376639,1928,61.22062742668267,-149.799767154613
377048,377048,377659,1935,61.2162822161104,-149.899772386113
377164,377164,377775,1935,61.21488917949711,-149.905611066482
377437,377437,378048,1931,61.21504418945854,-149.905948353402
378113,378113,378726,1937,61.21469244531528,-149.906538011361
378255,378255,378872,1937,61.22872150684977,-149.814193406283
378460,378460,379077,1939,61.21203867326009,-149.873069886144
378823,378823,379440,1939,61.21157834304685,-149.91562396526
379123,379123,379740,1930,61.22091978397123,-149.89363982271303
379259,379259,379876,1939,61.21866616607083,-149.881854959685
380546,380546,381166,1940,61.20705044695247,-149.893668032437
380599,380599,381220,1938,61.211213718946034,-149.89330676708
380998,380998,381619,1938,61.20815196914516,-149.89570881821
381084,381084,381705,1940,61.20899645878319,-149.897390628783
381142,381142,381763,1940,61.20828339420805,-149.895709041428
381389,381389,382011,1940,61.21018556358734,-149.919839811376
382101,382101,382724,1940,61.211815159892254,-149.897752947521
388462,388462,389100,1935,61.151516959503205,-149.8385952335
389551,389551,390189,1940,61.21845385039066,-149.84333124566498
389927,389927,390565,1940,61.213540164414354,-149.873957968973
390098,390098,390736,1940,61.21354024700305,-149.873652943591
390171,390171,390809,1939,61.2135403084076,-149.873416758506
391090,391090,391729,1939,61.212729030695286,-149.876282347839
391141,391141,391780,1935,61.212990467494144,-149.876222445601
391890,391890,392529,1940,61.21353651853844,-149.877667039482
392120,392120,392759,1940,61.214240655559934,-149.865066352799
392279,392279,392918,1939,61.2123538424028,-149.899431610497
392893,392893,393532,1940,61.21230973993946,-149.879376425214
392973,392973,393613,1940,61.20686878717218,-149.858961305348
394412,394412,395056,1939,61.21206227983407,-149.881146919493
399668,399668,400323,1938,61.11472631772085,-149.83792747806802
402044,402044,402703,1940,61.21254939406536,-149.86459763385602
403489,403489,404151,1936,61.19704487373778,-149.928048258163
404879,404879,405544,1940,61.14072923392798,-149.805936025027
407758,407758,408429,1939,61.13821365923488,-149.83616529526
407785,407785,408456,1935,61.142031312131614,-149.793885638896
411836,411836,412515,1928,61.22062742668267,-149.799767154613
412237,412237,412917,1938,61.08712652576232,-149.836464762139
412502,412502,413182,1940,61.21236521276485,-149.911695552779
414039,414039,414723,1940,61.211908033632206,-149.910402640239
415346,415346,416034,1940,61.28346835890483,-149.49372721516502
415917,415917,416606,1938,61.210734510006986,-149.909995970513
416612,416612,417302,1940,61.21075598086678,-149.88418060689702
416805,416805,417496,1939,61.21102833838949,-149.884728918875
417409,417409,418100,1936,61.21653765573331,-149.735934938126
417671,417671,418363,1940,61.2115672483128,-149.888535647352
417866,417866,418558,1925,61.21142505953728,-149.88754606217202
417928,417928,418620,1936,61.2115340578827,-149.887545673456
418076,418076,418769,1940,61.21156675394699,-149.885705097194
418278,418278,418972,1938,61.21132158300795,-149.891262904878
418509,418509,419203,1940,61.211736684881295,-149.884181082656
418883,418883,419579,1940,61.21200847667076,-149.88754281316102
419744,419744,420440,1940,61.21255305523163,-149.888544339768
419935,419935,420631,1940,61.212551913490586,-149.887975677072
421466,421466,422168,1940,61.20896921108071,-149.899425130042
422274,422274,422977,1940,61.20688166262602,-149.89942006006402
422610,422610,423315,1936,61.21058728603353,-149.8922395277
423050,423050,423755,1930,61.305351441254594,-149.460532114866
423112,423112,423817,1930,61.20729149089221,-149.899784446172
423376,423376,424081,1938,61.211213718946034,-149.89330676708
423638,423638,424343,1940,61.20652329039482,-149.89978687010998
423750,423750,424455,1940,61.211220216758015,-149.893669874901
423896,423896,424601,1940,61.21076068084262,-149.89430072606902
424171,424171,424876,1940,61.21014499733054,-149.893695142152
426174,426174,426887,1940,61.211223466343405,-149.895711641943
426741,426741,427454,1937,61.21469244531528,-149.906538011361
427325,427325,428038,1930,61.21530383045585,-149.90998608599398
427346,427346,428059,1940,61.21181418349568,-149.89738760213498
427466,427466,428180,1930,61.21135273567724,-149.895711809925
428857,428857,429575,1940,61.214696306596814,-149.90101765136302
431391,431391,432116,1939,61.21039089366521,-149.893669370567
431545,431545,432270,1940,61.20828339420805,-149.895709041428
431560,431560,432285,1940,61.210518212597,-149.893669582124
431768,431768,432493,1940,61.211815159892254,-149.897752947521
431922,431922,432647,1940,61.210518212597,-149.893669582124
432161,432161,432886,1940,61.21254939406536,-149.86459763385602
432207,432207,432932,1940,61.20941198024855,-149.89534380508502
432485,432485,433212,1940,61.20913803170085,-149.895704995813
432511,432511,433238,1940,61.206878389383554,-149.893666440633
432568,432568,433295,1934,61.20913945907759,-149.89366584332302
432803,432803,433530,1940,61.20705044695247,-149.893668032437
432847,432847,433574,1940,61.20930201929772,-149.89738026580198
433112,433112,433839,1940,61.206313464921344,-149.89533640586205
433489,433489,434217,1940,61.20954210871304,-149.89570967659
434053,434053,434781,1939,61.22516341257248,-149.81760914544
435161,435161,435891,1940,61.22622275827826,-149.806338010698
436370,436370,437101,1936,61.110029068214885,-149.780899670628
436792,436792,437525,1935,61.151516959503205,-149.8385952335
442907,442907,443645,1940,61.18211277169335,-149.76747797731
447805,447805,448558,1938,61.11472631772085,-149.83792747806802
450147,450147,450901,1930,61.305351441254594,-149.460532114866
450759,450759,451514,1940,61.28346835890483,-149.49372721516502
452199,452199,452957,1939,61.13821365923488,-149.83616529526
455610,455610,456375,1935,61.142031312131614,-149.793885638896
459839,459839,460606,1940,61.14072923392798,-149.805936025027
464771,464771,465547,1938,61.087369204571765,-149.837307939814
466700,466700,467478,1936,61.35455879440459,-149.538608387585
470375,470375,471167,1936,61.35455879440459,-149.538608387585
