,Year Built,lat,lng
11534,1998,61.222634819533,-149.754655323524
11535,1999,61.222867211143,-149.754404079093
11540,1999,61.223701814431,-149.753798793128
11541,1999,61.223701814431,-149.753798793128
11542,1999,61.223701814431,-149.753798793128
11543,1998,61.223701164599,-149.753426161403
11544,1998,61.223701164599,-149.753426161403
11545,1998,61.223701164599,-149.753426161403
11546,1998,61.223701164599,-149.753426161403
11547,1998,61.22370053928,-149.753069052957
11548,1998,61.22370053928,-149.753069052957
11549,1998,61.22370053928,-149.753069052957
11550,1998,61.22370053928,-149.753069052957
11551,1999,61.223699206201,-149.752308255011
11552,1999,61.223699206201,-149.752308255011
11553,1999,61.223699206201,-149.752308255011
11554,1999,61.223699206201,-149.752308255011
11555,1999,61.223699329604,-149.75194333358
11556,1999,61.223699329604,-149.75194333358
11557,1999,61.223699329604,-149.75194333358
11558,1999,61.223699329604,-149.75194333358
11575,1999,61.223699437898,-149.75155577388
11576,1999,61.223699437898,-149.75155577388
11577,1999,61.223699437898,-149.75155577388
11578,1999,61.223699437898,-149.75155577388
11579,1999,61.223698792149,-149.751190217366
11580,1999,61.223698792149,-149.751190217366
11581,1999,61.223698792149,-149.751190217366
11582,1999,61.223698792149,-149.751190217366
11583,1999,61.223698145415,-149.750824660871
11584,1999,61.223698145415,-149.750824660871
11585,1999,61.223698145415,-149.750824660871
11586,1999,61.223698145415,-149.750824660871
11666,1998,61.224057758288,-149.738084641423
11667,1998,61.224057594497,-149.737895136291
11668,1998,61.224057264197,-149.737725752007
11669,1998,61.224059295187,-149.737570861764
11670,1999,61.223880573537,-149.738061160467
11671,1999,61.223880243435,-149.737891771458
11672,1999,61.223879922483,-149.73772722214
11673,1999,61.223879620078,-149.737572357872
11674,1999,61.223765657002,-149.738425034146
11675,1999,61.223702652259,-149.738425557058
11676,1999,61.22357898165,-149.738426583464
11677,1999,61.22351363416,-149.738422286105
11678,1999,61.223443631927,-149.738422867093
11679,1999,61.223371296285,-149.738423467445
11680,1999,61.223481170117,-149.73906628142
11681,1999,61.223480831961,-149.738892060592
11682,1999,61.223480530877,-149.738737192597
11683,1999,61.223480276273,-149.738606522732
11684,1999,61.223873178798,-149.739058201787
11685,1999,61.223868173805,-149.738884011783
11686,1999,61.223867891363,-149.738738821255
11687,1999,61.223869970178,-149.738608136105
11688,1999,61.223674836401,-149.739059843958
11689,1999,61.223676840954,-149.73889043671
11690,1999,61.223681206683,-149.738735529065
11691,1999,61.223680952077,-149.738604858368
11721,1998,61.222258128885,-149.745466137266
11722,1993,61.222258428277,-149.7458663337
11723,1993,61.222153217473,-149.74645626743
11724,1993,61.221724909751,-149.746455417997
11726,1998,61.221498997742,-149.745279156921
11778,1998,61.221129237519,-149.738888626574
11810,1998,61.221337713296,-149.744576663498
11811,1998,61.221337713296,-149.744576663498
11812,1998,61.221337713296,-149.744576663498
11813,1998,61.221337713296,-149.744576663498
11814,1998,61.22105917821,-149.744577269676
11815,1998,61.22105917821,-149.744577269676
11816,1998,61.22105917821,-149.744577269676
11817,1998,61.22105917821,-149.744577269676
12147,1998,61.22104901157,-149.724673407648
12148,1996,61.221385065661,-149.727767025336
12252,1993,61.22229354255,-149.723788182404
12258,1995,61.217633947983,-149.731462810075
12259,1998,61.217043375925,-149.731958099593
12295,1994,61.219501682364,-149.722413574818
12309,1994,61.219483684088,-149.723944372863
12310,1995,61.219294080017,-149.723911564203
12326,1999,61.219556458265,-149.725401565052
12566,1999,61.217428984777,-149.744927511149
12661,1997,61.217854209254,-149.753671609818
12884,1993,61.220318975089,-149.759259976316
12885,1991,61.220046335884,-149.759945902116
12886,1990,61.220120969804,-149.760279413212
12887,1990,61.22018379066,-149.760566433407
12888,1990,61.220215073738,-149.760824704216
12889,1992,61.220221750546,-149.761133051732
12890,1992,61.220222952812,-149.761478736105
12892,1992,61.220225597859,-149.762162132323
12893,1992,61.220285872004,-149.762499894467
12894,1991,61.220276112712,-149.762775581493
12895,1992,61.220208005779,-149.762913554442
12896,1991,61.21987267225,-149.762786038087
12897,1992,61.219698144301,-149.762786971378
12898,1991,61.219558879883,-149.762787480445
12899,1992,61.219390221913,-149.762788097238
12900,1992,61.219227396134,-149.762788687154
12901,1991,61.219050873435,-149.762789334748
12904,1992,61.218584281036,-149.762935194799
12906,1992,61.218442086243,-149.762625858191
12907,1991,61.218442322952,-149.762353447077
12908,1992,61.218441733053,-149.762014068755
12909,1990,61.218403831534,-149.761660529515
12910,1992,61.218358657806,-149.761322453552
12911,1992,61.218357213528,-149.760971629199
12912,1992,61.218388002194,-149.760701704146
12913,1992,61.218442617631,-149.760453710183
12914,1992,61.218529917855,-149.760209148408
12920,1990,61.220077207152,-149.760921336795
12922,1992,61.220080722605,-149.761636084278
12923,1990,61.220082170644,-149.761957325434
12924,1990,61.219496938483,-149.762484491031
12925,1994,61.219335314714,-149.762485703163
12926,1992,61.219175562058,-149.762486906855
12927,1990,61.2190108061,-149.762488148231
12929,1993,61.218685216924,-149.762490595711
12931,1991,61.218555578009,-149.761647350088
12932,1991,61.218501806677,-149.761301696299
12937,1990,61.219191388674,-149.760946895103
12941,1992,61.21947392346,-149.760917000069
12942,1990,61.219358894818,-149.760516859763
12945,1991,61.219657019396,-149.762483284836
12957,1992,61.215559299881,-149.767793722531
12958,1991,61.215390590077,-149.767919068933
12960,1992,61.215019378169,-149.768102949275
13089,1992,61.213793918216,-149.754110757007
13102,1993,61.214201624374,-149.753734746587
13103,1993,61.214367276132,-149.753777819882
13104,1993,61.21444902357,-149.753716194909
13105,1992,61.214485910348,-149.753508653148
13106,1993,61.214463219708,-149.7532280324
13107,1993,61.214472625204,-149.752864982899
13108,1992,61.21447135256,-149.752492828167
13109,1993,61.214470732312,-149.752168336814
13110,1992,61.214470125058,-149.751854355803
13111,1992,61.214199395624,-149.753346987304
13112,1993,61.214328696862,-149.752828181776
13113,1993,61.21432807341,-149.752501496815
13114,1993,61.214327403032,-149.75214957709
13115,1993,61.214326755926,-149.751815348449
13127,1997,61.213738156608,-149.75949621471
13178,1996,61.215628531216,-149.762276066516
13194,1996,61.215803362894,-149.756430400126
13205,1999,61.216644904599,-149.758965953606
13227,1994,61.215315178165,-149.755555423654
13228,1993,61.21531495345,-149.755268663808
13229,1993,61.215314682519,-149.754923383515
13230,1994,61.215317013771,-149.754584991792
13231,1993,61.215342104021,-149.754204271938
13232,1993,61.215385421004,-149.753863081097
13233,1993,61.215427930276,-149.753529490825
13234,1993,61.21525216742,-149.753543389212
13235,1993,61.215091165031,-149.753739035094
13236,1993,61.215022510549,-149.753850639032
13237,1993,61.214995841523,-149.75402852363
13238,1993,61.215025704726,-149.754196829256
13239,1993,61.215142592014,-149.754621982506
13240,1993,61.21514130402,-149.754930715455
13241,1993,61.215141559629,-149.755258427045
13242,1994,61.215141799631,-149.755562752119
13243,1994,61.215470267676,-149.753205623313
